Location ID,Observed Property ID,Analyzed DateTime,Depth,Depth Unit,Data Classification,Result Value,Result Unit,Lab: MDL,Latitude,Longitude
FB,Potentially Toxic Cyanobacteria,2023-03-20 18:24:00.000+10:00,,,LAB,1600,cells/ml,,-33.7272,150.692296
FB,Dolichospermum circinale_Biovolume,2023-03-20 18:24:00.000+10:00,,,LAB,0.222,mm3/l,,-33.7272,150.692296
FB,Aphanizomenonaceae_Biovolume,2023-03-20 18:24:00.000+10:00,,,LAB,0.032,mm3/l,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-03-20 18:24:00.000+10:00,,,LAB,0.426,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-03-20 18:24:00.000+10:00,,,LAB,0.254,mm3/l,,-33.7272,150.692296
FB,Nitrate as N,2023-04-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-04-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-04-03 12:00:00.000+10:00,,,LAB,0.05,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-04-03 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-04-03 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total suspended solids,2023-04-03 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-04-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-04-03 12:00:00.000+10:00,,,LAB,0.01,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-04-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Enterococci,2023-04-03 18:04:00.000+10:00,,,LAB,3,cfu/100ml,,-33.7272,150.692296
FB,Snowella_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,937,cells/ml,,-33.7272,150.692296
FB,Microcystis species 2_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,629,cells/ml,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,5558,cells/ml,,-33.7272,150.692296
FB,Cuspidothrix issatschenkoi_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,1231,cells/ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.021,mm3/l,,-33.7272,150.692296
FB,Pseudanabaena_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,87,cells/ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.301,mm3/l,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.154,mm3/l,,-33.7272,150.692296
FB,Chlorophyll - a,2023-04-03 18:04:00.000+10:00,,,LAB,27.8,mg/m^3,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-04-03 18:04:00.000+10:00,,,LAB,55590,cells/ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Cell count,2023-04-03 18:04:00.000+10:00,,,LAB,47149,cells/ml,,-33.7272,150.692296
FB,Microcystis species 2_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.053,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-04-03 18:04:00.000+10:00,,,LAB,6190,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.207,mm3/l,,-33.7272,150.692296
FB,Pseudanabaena_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Cuspidothrix issatschenkoi_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.066,mm3/l,,-33.7272,150.692296
FB,Snowella_Biovolume,2023-04-03 18:04:00.000+10:00,,,LAB,0.007,mm3/l,,-33.7272,150.692296
FB,Total suspended solids,2023-04-17 12:00:00.000+10:00,,,LAB,9,mg/L,5,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-04-17 12:00:00.000+10:00,,,LAB,0.9,mg/L,0.1,-33.7272,150.692296
FB,Total Phosphorus as P,2023-04-17 12:00:00.000+10:00,,,LAB,0.07,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-04-17 12:00:00.000+10:00,,,LAB,0.9,mg/L,0.1,-33.7272,150.692296
FB,Nitrite as N,2023-04-17 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-04-17 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-04-17 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-04-17 12:00:00.000+10:00,,,LAB,0.04,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-04-17 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Biovolume,2023-04-17 16:33:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-04-17 16:33:00.000+10:00,,,LAB,4740,cells/ml,,-33.7272,150.692296
FB,Microcystis species 2_Biovolume,2023-04-17 16:33:00.000+10:00,,,LAB,0.042,mm3/l,,-33.7272,150.692296
FB,Microcystis species 2_Cell count,2023-04-17 16:33:00.000+10:00,,,LAB,498,cells/ml,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-04-17 16:33:00.000+10:00,,,LAB,0.09,mm3/l,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-04-17 16:33:00.000+10:00,,,LAB,0.132,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-04-17 16:33:00.000+10:00,,,LAB,3770,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-04-17 16:33:00.000+10:00,,,LAB,0.132,mm3/l,,-33.7272,150.692296
FB,Enterococci,2023-04-17 16:33:00.000+10:00,,,LAB,2,cfu/100ml,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-04-17 16:33:00.000+10:00,,,LAB,3270,cells/ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Cell count,2023-04-17 16:33:00.000+10:00,,,LAB,968,cells/ml,,-33.7272,150.692296
FB,Chlorophyll - a,2023-04-17 16:33:00.000+10:00,,,LAB,60.3,mg/m^3,,-33.7272,150.692296
FB,Nitrite as N,2023-05-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-05-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-05-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-05-03 12:00:00.000+10:00,,,LAB,0.7,mg/L,0.1,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-05-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-05-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-05-03 12:00:00.000+10:00,,,LAB,0.7,mg/L,0.1,-33.7272,150.692296
FB,Total Phosphorus as P,2023-05-03 12:00:00.000+10:00,,,LAB,0.05,mg/L,0.01,-33.7272,150.692296
FB,Total suspended solids,2023-05-03 12:00:00.000+10:00,,,LAB,11,mg/L,5,-33.7272,150.692296
FB,Total Nitrogen as N,2023-06-05 12:00:00.000+10:00,,,LAB,0.4,mg/L,0.1,-33.7272,150.692296
FB,Nitrite as N,2023-06-05 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-06-05 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-06-05 12:00:00.000+10:00,,,LAB,0.4,mg/L,0.1,-33.7272,150.692296
FB,Total suspended solids,2023-06-05 12:00:00.000+10:00,,,LAB,5,mg/L,5,-33.7272,150.692296
FB,Ammonia as N,2023-06-05 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-06-05 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-06-05 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-06-05 12:00:00.000+10:00,,,LAB,0.03,mg/L,0.01,-33.7272,150.692296
FB,Snowella_Biovolume,2023-06-05 17:26:00.000+10:00,,,LAB,0.006,mm3/l,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Cell count,2023-06-05 17:26:00.000+10:00,,,LAB,1106,cells/ml,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-06-05 17:26:00.000+10:00,,,LAB,0.046,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-06-05 17:26:00.000+10:00,,,LAB,0.046,mm3/l,,-33.7272,150.692296
FB,Enterococci,2023-06-05 17:26:00.000+10:00,,,LAB,3,cfu/100ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Biovolume,2023-06-05 17:26:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-06-05 17:26:00.000+10:00,,,LAB,1660,cells/ml,,-33.7272,150.692296
FB,Chlorophyll - a,2023-06-05 17:26:00.000+10:00,,,LAB,27.6,mg/m^3,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-06-05 17:26:00.000+10:00,,,LAB,1659,cells/ml,,-33.7272,150.692296
FB,Snowella_Cell count,2023-06-05 17:26:00.000+10:00,,,LAB,763,cells/ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-06-05 17:26:00.000+10:00,,,LAB,0.052,mm3/l,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-06-05 17:26:00.000+10:00,,,LAB,3530,cells/ml,,-33.7272,150.692296
FB,Total suspended solids,2023-07-03 12:00:00.000+10:00,,,LAB,6,mg/L,5,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-07-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-07-03 12:00:00.000+10:00,,,LAB,0.02,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-07-03 12:00:00.000+10:00,,,LAB,0.8,mg/L,0.1,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-07-03 12:00:00.000+10:00,,,LAB,0.8,mg/L,0.1,-33.7272,150.692296
FB,Nitrite as N,2023-07-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-07-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-07-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-07-03 12:00:00.000+10:00,,,LAB,0.05,mg/L,0.01,-33.7272,150.692296
FB,Chlorophyll - a,2023-07-03 19:16:00.000+10:00,,,LAB,22.3,mg/m^3,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-07-03 19:16:00.000+10:00,,,LAB,138,cells/ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Cell count,2023-07-03 19:16:00.000+10:00,,,LAB,830,cells/ml,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-07-03 19:16:00.000+10:00,,,LAB,0.003,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-07-03 19:16:00.000+10:00,,,LAB,138,cells/ml,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-07-03 19:16:00.000+10:00,,,LAB,968,cells/ml,,-33.7272,150.692296
FB,Enterococci,2023-07-03 19:16:00.000+10:00,,,LAB,1,cfu/100ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-07-03 19:16:00.000+10:00,,,LAB,0.003,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-07-03 19:16:00.000+10:00,,,LAB,0.003,mm3/l,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Biovolume,2023-07-03 19:16:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Total Nitrogen as N,2023-08-01 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-08-01 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total suspended solids,2023-08-01 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Nitrate as N,2023-08-01 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-08-01 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-08-01 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-08-01 12:00:00.000+10:00,,,LAB,0.07,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-08-01 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-08-01 12:00:00.000+10:00,,,LAB,0.04,mg/L,0.01,-33.7272,150.692296
FB,Chlorophyll - a,2023-08-01 18:40:00.000+10:00,,,LAB,15.2,mg/m^3,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-08-01 18:40:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-08-01 18:40:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-08-01 18:40:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-08-01 18:40:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Enterococci,2023-08-01 18:40:00.000+10:00,,,LAB,1,cfu/100ml,,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-09-04 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-09-04 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-09-04 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-09-04 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-09-04 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Total suspended solids,2023-09-04 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Total Phosphorus as P,2023-09-04 12:00:00.000+10:00,,,LAB,0.03,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-09-04 12:00:00.000+10:00,,,LAB,0.01,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-09-04 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-09-04 18:07:00.000+10:00,,,LAB,830,cells/ml,,-33.7272,150.692296
FB,Enterococci,2023-09-04 18:07:00.000+10:00,,,LAB,1,cfu/100ml,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-09-04 18:07:00.000+10:00,,,LAB,830,cells/ml,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-09-04 18:07:00.000+10:00,,,LAB,0.023,mm3/l,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-09-04 18:07:00.000+10:00,,,LAB,830,cells/ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-09-04 18:07:00.000+10:00,,,LAB,0.023,mm3/l,,-33.7272,150.692296
FB,Chlorophyll - a,2023-09-04 18:07:00.000+10:00,,,LAB,2,mg/m^3,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-09-04 18:07:00.000+10:00,,,LAB,0.023,mm3/l,,-33.7272,150.692296
FB,Total Phosphorus as P,2023-09-18 12:00:00.000+10:00,,,LAB,0.02,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-09-18 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-09-18 12:00:00.000+10:00,,,LAB,0.01,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-09-18 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-09-18 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-09-18 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-09-18 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Total suspended solids,2023-09-18 12:00:00.000+10:00,,,LAB,5,mg/L,5,-33.7272,150.692296
FB,Nitrate as N,2023-09-18 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-09-18 19:04:00.000+10:00,,,LAB,0.013,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-09-18 19:04:00.000+10:00,,,LAB,0.013,mm3/l,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-09-18 19:04:00.000+10:00,,,LAB,484,cells/ml,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-09-18 19:04:00.000+10:00,,,LAB,0.013,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-09-18 19:04:00.000+10:00,,,LAB,484,cells/ml,,-33.7272,150.692296
FB,Enterococci,2023-09-18 19:04:00.000+10:00,,,LAB,1,cfu/100ml,,-33.7272,150.692296
FB,Chlorophyll - a,2023-09-18 19:04:00.000+10:00,,,LAB,0.9,mg/m^3,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-09-18 19:04:00.000+10:00,,,LAB,484,cells/ml,,-33.7272,150.692296
FB,Total suspended solids,2023-10-03 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-10-03 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-10-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-10-03 12:00:00.000+10:00,,,LAB,0.03,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-10-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-10-03 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total Phosphorus as P,2023-10-03 12:00:00.000+10:00,,,LAB,0.02,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-10-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-10-03 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-10-03 17:07:00.000+10:00,,,LAB,0.014,mm3/l,,-33.7272,150.692296
FB,Microcystis_Biovolume,2023-10-03 17:07:00.000+10:00,,,LAB,0.014,mm3/l,,-33.7272,150.692296
FB,Chlorophyll - a,2023-10-03 17:07:00.000+10:00,,,LAB,6.1,mg/m^3,,-33.7272,150.692296
FB,Microcystis_Cell count,2023-10-03 17:07:00.000+10:00,,,LAB,532,cells/ml,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-10-03 17:07:00.000+10:00,,,LAB,532,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-10-03 17:07:00.000+10:00,,,LAB,532,cells/ml,,-33.7272,150.692296
FB,Enterococci,2023-10-03 17:07:00.000+10:00,,,LAB,1,cfu/100ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-10-03 17:07:00.000+10:00,,,LAB,0.014,mm3/l,,-33.7272,150.692296
FB,Nitrite as N,2023-10-16 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-10-16 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total suspended solids,2023-10-16 12:00:00.000+10:00,,,LAB,5,mg/L,5,-33.7272,150.692296
FB,Nitrate as N,2023-10-16 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Ammonia as N,2023-10-16 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-10-16 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Total Nitrogen as N,2023-10-16 12:00:00.000+10:00,,,LAB,0.6,mg/L,0.1,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-10-16 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-10-16 12:00:00.000+10:00,,,LAB,0.02,mg/L,0.01,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-10-16 16:37:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Total Cyanobacteria,2023-10-16 16:37:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-10-16 16:37:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Enterococci,2023-10-16 16:37:00.000+10:00,,,LAB,2,cfu/100ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-10-16 16:37:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Chlorophyll - a,2023-10-16 16:37:00.000+10:00,,,LAB,11.8,mg/m^3,,-33.7272,150.692296
FB,Nitrate as N,2023-10-31 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-10-31 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-10-31 12:00:00.000+10:00,,,LAB,0.04,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-10-31 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-10-31 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total suspended solids,2023-10-31 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Total Nitrogen as N,2023-10-31 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Ammonia as N,2023-10-31 12:00:00.000+10:00,,,LAB,0.09,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-10-31 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Total Cyanobacteria,2023-10-31 19:04:00.000+10:00,,,LAB,1590,cells/ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-10-31 19:04:00.000+10:00,,,LAB,0.009,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-10-31 19:04:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Merismopedia_Cell count,2023-10-31 19:04:00.000+10:00,,,LAB,1106,cells/ml,,-33.7272,150.692296
FB,Merismopedia_Biovolume,2023-10-31 19:04:00.000+10:00,,,LAB,0.009,mm3/l,,-33.7272,150.692296
FB,Chlorophyll - a,2023-10-31 19:04:00.000+10:00,,,LAB,3.6,mg/m^3,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Cell count,2023-10-31 19:04:00.000+10:00,,,LAB,484,cells/ml,,-33.7272,150.692296
FB,Coccoid Blue Green Picoplankton_Biovolume,2023-10-31 19:04:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-10-31 19:04:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Enterococci,2023-10-31 19:04:00.000+10:00,,,LAB,6,cfu/100ml,,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-11-13 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Nitrite + Nitrate as N,2023-11-13 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-11-13 12:00:00.000+10:00,,,LAB,0.5,mg/L,0.1,-33.7272,150.692296
FB,Ammonia as N,2023-11-13 12:00:00.000+10:00,,,LAB,0.03,mg/L,0.01,-33.7272,150.692296
FB,Total Phosphorus as P,2023-11-13 12:00:00.000+10:00,,,LAB,0.04,mg/L,0.01,-33.7272,150.692296
FB,Nitrite as N,2023-11-13 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Dissolved Reactive Phosphorus as P,2023-11-13 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-11-13 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total suspended solids,2023-11-13 12:00:00.000+10:00,,,LAB,,mg/L,5,-33.7272,150.692296
FB,Total Cyanobacteria,2023-11-13 16:23:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Cyanobacteria Biovolume,2023-11-13 16:23:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria Biovolume,2023-11-13 16:23:00.000+10:00,,,LAB,0,mm3/l,,-33.7272,150.692296
FB,Potentially Toxic Cyanobacteria,2023-11-13 16:23:00.000+10:00,,,LAB,0,cells/ml,,-33.7272,150.692296
FB,Chlorophyll - a,2023-11-13 16:23:00.000+10:00,,,LAB,2.2,mg/m^3,,-33.7272,150.692296
FB,Enterococci,2023-11-13 16:23:00.000+10:00,,,LAB,2,cfu/100ml,,-33.7272,150.692296
FB,Nitrite as N,2023-11-27 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Nitrogen as N,2023-11-27 12:00:00.000+10:00,,,LAB,0.4,mg/L,0.1,-33.7272,150.692296
FB,Total Phosphorus as P,2023-11-27 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Nitrate as N,2023-11-27 12:00:00.000+10:00,,,LAB,,mg/L,0.01,-33.7272,150.692296
FB,Total Kjeldahl Nitrogen as N,2023-11-27 12:00:00.000+10:00,,,LAB,0.4,mg/L,0.1,-33.7272,150.692296
